Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
1128,Number of Equivalent Domino Pairs,48.2,Easy,"Array, Hash Table, Counting"
1129,Shortest Path with Alternating Colors,47.1,Medium,"Breadth-First Search, Graph"
1130,Minimum Cost Tree From Leaf Values,67.8,Medium,"Dynamic Programming, Stack, Greedy, Monotonic Stack"
1131,Maximum of Absolute Value Expression,48.4,Medium,"Array, Math"
1132,Reported Posts II,32.3,Medium,Database
1133,Largest Unique Number,69,Easy,"Array, Hash Table, Sorting"
1134,Armstrong Number,77.8,Easy,Math
1135,Connecting Cities With Minimum Cost,62,Medium,"Union Find, Graph, Heap (Priority Queue), Minimum Spanning Tree"
1136,Parallel Courses,61.4,Medium,"Graph, Topological Sort"
1137,N-th Tribonacci Number,63.8,Easy,"Math, Dynamic Programming, Memoization"
1138,Alphabet Board Path,51.7,Medium,"Hash Table, String"
1139,Largest 1-Bordered Square,50.1,Medium,"Array, Dynamic Programming, Matrix"
1140,Stone Game II,67.5,Medium,"Array, Math, Dynamic Programming, Game Theory"
1141,User Activity for the Past 30 Days I,48.2,Easy,Database
1142,User Activity for the Past 30 Days II,35.7,Easy,Database
1143,Longest Common Subsequence,57.8,Medium,"String, Dynamic Programming"
1144,Decrease Elements To Make Array Zigzag,47.8,Medium,"Array, Greedy"
1145,Binary Tree Coloring Game,51.9,Medium,"Tree, Depth-First Search, Binary Tree"
1146,Snapshot Array,37,Medium,"Array, Hash Table, Binary Search, Design"
1147,Longest Chunked Palindrome Decomposition,58.7,Hard,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function"
1148,Article Views I,75.2,Easy,Database
1149,Article Views II,47,Medium,Database
1150,Check If a Number Is Majority Element in a Sorted Array,58.8,Easy,"Array, Binary Search"
1151,Minimum Swaps to Group All 1's Together,60.2,Medium,"Array, Sliding Window"
1152,Analyze User Website Visit Pattern,42.7,Medium,"Array, Hash Table, Sorting"
1153,String Transforms Into Another String,35,Hard,"Hash Table, String"
1154,Day of the Year,48.9,Easy,"Math, String"
1155,Number of Dice Rolls With Target Sum,61,Medium,Dynamic Programming
1156,Swap For Longest Repeated Character Substring,44.1,Medium,"String, Sliding Window"
1157,Online Majority Element In Subarray,41.8,Hard,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree"
1158,Market Analysis I,57.1,Medium,Database
1159,Market Analysis II,57.1,Hard,Database
1160,Find Words That Can Be Formed by Characters,70.6,Easy,"Array, Hash Table, String"
1161,Maximum Level Sum of a Binary Tree,67.1,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1162,As Far from Land as Possible,51.6,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix"
1163,Last Substring in Lexicographical Order,34.6,Hard,"Two Pointers, String"
1164,Product Price at a Given Date,55.8,Medium,Database
1165,Single-Row Keyboard,87.5,Easy,"Hash Table, String"
1166,Design File System,63.1,Medium,"Hash Table, String, Design, Trie"
1167,Minimum Cost to Connect Sticks,70.1,Medium,"Array, Greedy, Heap (Priority Queue)"
1168,Optimize Water Distribution in a Village,64.8,Hard,"Union Find, Graph, Minimum Spanning Tree"
1169,Invalid Transactions,31.1,Medium,"Array, Hash Table, String, Sorting"
1170,Compare Strings by Frequency of the Smallest Character,62.3,Medium,"Array, Hash Table, String, Binary Search, Sorting"
1171,Remove Zero Sum Consecutive Nodes from Linked List,52.8,Medium,"Hash Table, Linked List"
1172,Dinner Plate Stacks,32.7,Hard,"Hash Table, Stack, Design, Heap (Priority Queue)"
1173,Immediate Food Delivery I,80.9,Easy,Database
1174,Immediate Food Delivery II,51.5,Medium,Database
1175,Prime Arrangements,57.5,Easy,Math
1176,Diet Plan Performance,53.5,Easy,"Array, Sliding Window"
1177,Can Make Palindrome from Substring,39.2,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum"
1178,Number of Valid Words for Each Puzzle,46.8,Hard,"Array, Hash Table, String, Bit Manipulation, Trie"
1179,Reformat Department Table,77,Easy,Database
1180,Count Substrings with Only One Distinct Letter,80,Easy,"Math, String"
1181,Before and After Puzzle,45.9,Medium,"Array, Hash Table, String, Sorting"
1182,Shortest Distance to Target Color,55.4,Medium,"Array, Binary Search, Dynamic Programming"
1183,Maximum Number of Ones,68,Hard,"Greedy, Heap (Priority Queue)"
1184,Distance Between Bus Stops,54.1,Easy,Array
1185,Day of the Week,57.6,Easy,Math
1186,Maximum Subarray Sum with One Deletion,43.8,Medium,"Array, Dynamic Programming"
1187,Make Array Strictly Increasing,58.3,Hard,"Array, Binary Search, Dynamic Programming"
1188,Design Bounded Blocking Queue,72.5,Medium,Concurrency
1189,Maximum Number of Balloons,59.8,Easy,"Hash Table, String, Counting"
1190,Reverse Substrings Between Each Pair of Parentheses,66.4,Medium,"String, Stack"
1191,K-Concatenation Maximum Sum,23.7,Medium,"Array, Dynamic Programming"
1192,Critical Connections in a Network,55.7,Hard,"Depth-First Search, Graph, Biconnected Component"
1193,Monthly Transactions I,57.8,Medium,Database
1194,Tournament Winners,49.1,Hard,Database
1195,Fizz Buzz Multithreaded,72.4,Medium,Concurrency
1196,How Many Apples Can You Put into the Basket,67,Easy,"Array, Greedy, Sorting"
1197,Minimum Knight Moves,40.5,Medium,Breadth-First Search
1198,Find Smallest Common Element in All Rows,76.5,Medium,"Array, Hash Table, Binary Search, Matrix, Counting"
1199,Minimum Time to Build Blocks,45.7,Hard,"Math, Greedy, Heap (Priority Queue)"
1200,Minimum Absolute Difference,69.5,Easy,"Array, Sorting"
1201,Ugly Number III,29.5,Medium,"Math, Binary Search, Number Theory"
1202,Smallest String With Swaps,58.2,Medium,"Hash Table, String, Depth-First Search, Breadth-First Search, Union Find"
1203,Sort Items by Groups Respecting Dependencies,66.5,Hard,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
1204,Last Person to Fit in the Bus,66.7,Medium,Database
1205,Monthly Transactions II,41.8,Medium,Database
1206,Design Skiplist,61.2,Hard,"Linked List, Design"
1207,Unique Number of Occurrences,77.1,Easy,"Array, Hash Table"
1208,Get Equal Substrings Within Budget,51.3,Medium,"String, Binary Search, Sliding Window, Prefix Sum"
1209,Remove All Adjacent Duplicates in String II,57.8,Medium,"String, Stack"
1210,Minimum Moves to Reach Target with Rotations,49.5,Hard,"Array, Breadth-First Search, Matrix"
1211,Queries Quality and Percentage,48,Easy,Database
1212,Team Scores in Football Tournament,55.8,Medium,Database
1213,Intersection of Three Sorted Arrays,79.8,Easy,"Array, Hash Table, Binary Search, Counting"
1214,Two Sum BSTs,67.2,Medium,"Two Pointers, Binary Search, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1215,Stepping Numbers,47.1,Medium,"Backtracking, Breadth-First Search"
1216,Valid Palindrome III,49.5,Hard,"String, Dynamic Programming"
1217,Minimum Cost to Move Chips to The Same Position,71.7,Easy,"Array, Math, Greedy"
1218,Longest Arithmetic Subsequence of Given Difference,54.8,Medium,"Array, Hash Table, Dynamic Programming"
1219,Path with Maximum Gold,68,Medium,"Array, Backtracking, Matrix"
1220,Count Vowels Permutation,62,Hard,Dynamic Programming
1221,Split a String in Balanced Strings,86,Easy,"String, Greedy, Counting"
1222,Queens That Can Attack the King,71.9,Medium,"Array, Matrix, Simulation"
1223,Dice Roll Simulation,49,Hard,"Array, Dynamic Programming"
1224,Maximum Equal Frequency,37.1,Hard,"Array, Hash Table"
1225,Report Contiguous Dates,57.6,Hard,Database
1226,The Dining Philosophers,53.6,Medium,Concurrency
1227,Airplane Seat Assignment Probability,66.4,Medium,"Math, Dynamic Programming, Brainteaser, Probability and Statistics"
1228,Missing Number In Arithmetic Progression,51.9,Easy,"Array, Math"
1229,Meeting Scheduler,55,Medium,"Array, Two Pointers, Sorting"
1230,Toss Strange Coins,56.3,Medium,"Math, Dynamic Programming, Probability and Statistics"
1231,Divide Chocolate,58.6,Hard,"Array, Binary Search"
1232,Check If It Is a Straight Line,39.5,Easy,"Array, Math, Geometry"
1233,Remove Sub-Folders from the Filesystem,66,Medium,"Array, String, Trie"
1234,Replace the Substring for Balanced String,38.3,Medium,"String, Sliding Window"
1235,Maximum Profit in Job Scheduling,54.5,Hard,"Array, Binary Search, Dynamic Programming, Sorting"
1236,Web Crawler,67.9,Medium,"String, Depth-First Search, Breadth-First Search, Interactive"
1237,Find Positive Integer Solution for a Given Equation,69.6,Medium,"Math, Two Pointers, Binary Search, Interactive"
1238,Circular Permutation in Binary Representation,69.9,Medium,"Math, Backtracking, Bit Manipulation"
1239,Maximum Length of a Concatenated String with Unique Characters,54.1,Medium,"Array, String, Backtracking, Bit Manipulation"
1240,Tiling a Rectangle with the Fewest Squares,54.2,Hard,"Dynamic Programming, Backtracking"
1241,Number of Comments per Post,65.8,Easy,Database
1242,Web Crawler Multithreaded,49.1,Medium,"Depth-First Search, Breadth-First Search, Concurrency"
1243,Array Transformation,52.2,Easy,"Array, Simulation"
1244,Design A Leaderboard,67.9,Medium,"Hash Table, Design, Sorting"
1245,Tree Diameter,61.2,Medium,"Tree, Depth-First Search, Breadth-First Search, Graph, Topological Sort"
1246,Palindrome Removal,46.4,Hard,"Array, Dynamic Programming"
1247,Minimum Swaps to Make Strings Equal,64.4,Medium,"Math, String, Greedy"
1248,Count Number of Nice Subarrays,65.6,Medium,"Array, Hash Table, Math, Sliding Window"
1249,Minimum Remove to Make Valid Parentheses,68.9,Medium,"String, Stack"
1250,Check If It Is a Good Array,59.4,Hard,"Array, Math, Number Theory"
1251,Average Selling Price,40.2,Easy,Database
1252,Cells with Odd Values in a Matrix,78.7,Easy,"Array, Math, Simulation"
1253,Reconstruct a 2-Row Binary Matrix,45.8,Medium,"Array, Greedy, Matrix"
1254,Number of Closed Islands,66.3,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1255,Maximum Score Words Formed by Letters,72.7,Hard,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1256,Encode Number,69.8,Medium,"Math, String, Bit Manipulation"
1257,Smallest Common Region,65.3,Medium,"Array, Hash Table, String, Tree, Depth-First Search, Breadth-First Search"
1258,Synonymous Sentences,56.2,Medium,"Array, Hash Table, String, Backtracking, Union Find"
1259,Handshakes That Don't Cross,59.7,Hard,"Math, Dynamic Programming"
1260,Shift 2D Grid,67.4,Easy,"Array, Matrix, Simulation"
1261,Find Elements in a Contaminated Binary Tree,77.3,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
1262,Greatest Sum Divisible by Three,50.7,Medium,"Array, Dynamic Programming, Greedy"
1263,Minimum Moves to Move a Box to Their Target Location,49,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
1264,Page Recommendations,65.1,Medium,Database
1265,Print Immutable Linked List in Reverse,94,Medium,"Linked List, Two Pointers, Stack, Recursion"
1266,Minimum Time Visiting All Points,82.5,Easy,"Array, Math, Geometry"
1267,Count Servers that Communicate,60.3,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Counting"
1268,Search Suggestions System,65.1,Medium,"Array, String, Trie"
1269,Number of Ways to Stay in the Same Place After Some Steps,50.4,Hard,Dynamic Programming
1270,All People Report to the Given Manager,84.8,Medium,Database
1271,Hexspeak,57.9,Easy,"Math, String"
1272,Remove Interval,66,Medium,Array
1273,Delete Tree Nodes,61.3,Medium,"Tree, Depth-First Search, Breadth-First Search"
1274,Number of Ships in a Rectangle,68.7,Hard,"Array, Divide and Conquer, Interactive"
1275,Find Winner on a Tic Tac Toe Game,53.9,Easy,"Array, Hash Table, Matrix, Simulation"
1276,Number of Burgers with No Waste of Ingredients,51.1,Medium,Math
1277,Count Square Submatrices with All Ones,75.1,Medium,"Array, Dynamic Programming, Matrix"
1278,Palindrome Partitioning III,61,Hard,"String, Dynamic Programming"
1279,Traffic Light Controlled Intersection,73.1,Easy,Concurrency
1280,Students and Examinations,56.9,Easy,Database
1281,Subtract the Product and Sum of Digits of an Integer,86.5,Easy,Math
1282,Group the People Given the Group Size They Belong To,87.4,Medium,"Array, Hash Table"
1283,Find the Smallest Divisor Given a Threshold,59.7,Medium,"Array, Binary Search"
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,72.1,Hard,"Array, Bit Manipulation, Breadth-First Search, Matrix"
1285,Find the Start and End Number of Continuous Ranges,82.4,Medium,Database
1286,Iterator for Combination,73.2,Medium,"String, Backtracking, Design, Iterator"
1287,Element Appearing More Than 25% In Sorted Array,61,Easy,Array
1288,Remove Covered Intervals,56.4,Medium,"Array, Sorting"
1289,Minimum Falling Path Sum II,64.4,Hard,"Array, Dynamic Programming, Matrix"
1290,Convert Binary Number in a Linked List to Integer,81.1,Easy,"Linked List, Math"
1291,Sequential Digits,65.3,Medium,Enumeration
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,53.4,Medium,"Array, Binary Search, Matrix, Prefix Sum"
1293,Shortest Path in a Grid with Obstacles Elimination,45.2,Hard,"Array, Breadth-First Search, Matrix"
1294,Weather Type in Each Country,66.7,Easy,Database
1295,Find Numbers with Even Number of Digits,77.2,Easy,Array
1296,Divide Array in Sets of K Consecutive Numbers,56.7,Medium,"Array, Hash Table, Greedy, Sorting"
1297,Maximum Number of Occurrences of a Substring,51.9,Medium,"Hash Table, String, Sliding Window"
1298,Maximum Candies You Can Get from Boxes,58.2,Hard,"Array, Breadth-First Search"
1299,Replace Elements with Greatest Element on Right Side,71.2,Easy,Array
1300,Sum of Mutated Array Closest to Target,44.4,Medium,"Array, Binary Search, Sorting"
1301,Number of Paths with Max Score,39.4,Hard,"Array, Dynamic Programming, Matrix"
1302,Deepest Leaves Sum,86.3,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1303,Find the Team Size,89.5,Easy,Database
1304,Find N Unique Integers Sum up to Zero,76.2,Easy,"Array, Math"
1305,All Elements in Two Binary Search Trees,79.8,Medium,"Tree, Depth-First Search, Binary Search Tree, Sorting, Binary Tree"
1306,Jump Game III,64.8,Medium,"Array, Depth-First Search, Breadth-First Search"
1307,Verbal Arithmetic Puzzle,34.1,Hard,"Array, Math, String, Backtracking"
1308,Running Total for Different Genders,86.4,Medium,Database
1309,Decrypt String from Alphabet to Integer Mapping,79.6,Easy,String
1310,XOR Queries of a Subarray,72.8,Medium,"Array, Bit Manipulation, Prefix Sum"
1311,Get Watched Videos by Your Friends,47.2,Medium,"Array, Hash Table, Breadth-First Search, Sorting"
1312,Minimum Insertion Steps to Make a String Palindrome,70.5,Hard,"String, Dynamic Programming"
1313,Decompress Run-Length Encoded List,85.7,Easy,Array
1314,Matrix Block Sum,75.4,Medium,"Array, Matrix, Prefix Sum"
1315,Sum of Nodes with Even-Valued Grandparent,85.5,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1316,Distinct Echo Substrings,50.3,Hard,"String, Dynamic Programming, Trie, Sliding Window, Rolling Hash, Hash Function"
1317,Convert Integer to the Sum of Two No-Zero Integers,54.1,Easy,Math
1318,Minimum Flips to Make a OR b Equal to c,71,Medium,Bit Manipulation
1319,Number of Operations to Make Network Connected,62.7,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
1320,Minimum Distance to Type a Word Using Two Fingers,59.2,Hard,"String, Dynamic Programming"
1321,Restaurant Growth,49.8,Medium,Database
1322,Ads Performance,59.6,Easy,Database
1323,Maximum 69 Number,82.3,Easy,"Math, Greedy"
1324,Print Words Vertically,63.8,Medium,"Array, String, Simulation"
1325,Delete Leaves With a Given Value,77.5,Medium,"Tree, Depth-First Search, Binary Tree"
1326,Minimum Number of Taps to Open to Water a Garden,51,Hard,"Array, Dynamic Programming, Greedy"
1327,List the Products Ordered in a Period,70.4,Easy,Database
1328,Break a Palindrome,51.8,Medium,"String, Greedy"
1329,Sort the Matrix Diagonally,82.9,Medium,"Array, Sorting, Matrix"
1330,Reverse Subarray To Maximize Array Value,41.2,Hard,"Array, Math, Greedy"
1331,Rank Transform of an Array,62.2,Easy,"Array, Hash Table, Sorting"
1332,Remove Palindromic Subsequences,76.4,Easy,"Two Pointers, String"
1333,Filter Restaurants by Vegan-Friendly, Price and Distance,61.3,"Array, Sorting"
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,60.3,Medium,"Dynamic Programming, Graph, Shortest Path"
1335,Minimum Difficulty of a Job Schedule,59.6,Hard,"Array, Dynamic Programming"
1336,Number of Transactions per Visit,47.8,Hard,Database
1337,The K Weakest Rows in a Matrix,73.5,Easy,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
1338,Reduce Array Size to The Half,69,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue)"
1339,Maximum Product of Splitted Binary Tree,47.7,Medium,"Tree, Depth-First Search, Binary Tree"
1340,Jump Game V,63.3,Hard,"Array, Dynamic Programming, Sorting"
1341,Movie Rating,39.7,Medium,Database
1342,Number of Steps to Reduce a Number to Zero,85.1,Easy,"Math, Bit Manipulation"
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,68.4,Medium,"Array, Sliding Window"
1344,Angle Between Hands of a Clock,63.8,Medium,Math
1345,Jump Game IV,46.2,Hard,"Array, Hash Table, Breadth-First Search"
1346,Check If N and Its Double Exist,37.1,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
1347,Minimum Number of Steps to Make Two Strings Anagram,82,Medium,"Hash Table, String, Counting"
1348,Tweet Counts Per Frequency,44.5,Medium,"Hash Table, Binary Search, Design, Sorting, Ordered Set"
1349,Maximum Students Taking Exam,50.4,Hard,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
1350,Students With Invalid Departments,89.7,Easy,Database
1351,Count Negative Numbers in a Sorted Matrix,77.3,Easy,"Array, Binary Search, Matrix"
1352,Product of the Last K Numbers,51.3,Medium,"Array, Math, Design, Queue, Data Stream"
1353,Maximum Number of Events That Can Be Attended,32.4,Medium,"Array, Greedy, Heap (Priority Queue)"
1354,Construct Target Array With Multiple Sums,36.2,Hard,"Array, Heap (Priority Queue)"
